username,channel,message
theaided,#loltyler1,Do you have time to go to the gym over there?
teadong,#jinnytty,i think there need to get the stock.
jelemiah_,#jinnytty,KEKBye
p0rschep,#loltyler1,!opgg
inandancia,#jinnytty,SUSGE
themetanaut,#jinnytty,yyjOMEGALUL BYE PHONE
thebulleyes,#jinnytty,SNIPER YOU SO DUMB
fossabot,#loltyler1,@p0rschep https://www.op.gg/summoners/kr/BIG%20TONKA%20T
mrelementdj,#jinnytty,OMEGALUL
tawpeeg,#jinnytty,HACKERMANS i'm in
widedomi,#jinnytty,HES HACKING YOUR PHONE OMEGALUL
maikeldruffy,#jinnytty,BYE PHONE
limauais_,#jinnytty,KEKBye PHONEEE
cronoz65,#jinnytty,Hacking LULW
simge666,#jinnytty,bye phone
theerestlessone,#jinnytty,hacked monkaS
tone_e,#jinnytty,dudes like usain bolt KEKW
zmatciao,#jinnytty,find more better shop duud
babalazoo,#jinnytty,wtf they take ur phone
vincentt23,#jinnytty,he  go to other shop YEP
jasona01,#jinnytty,KEKBye
axefire95,#jinnytty,LETS GO WHITE KNIGHT
rays88888,#jinnytty,put at other shop
bennymiaka,#jinnytty,He wants to hack
jayrotteveel,#jinnytty,wtf all scam
hubshrimp,#jinnytty,yyjWiggle
xiaolu87,#jinnytty,sub to other shop KEKW
redhaired_loli_with_fangs,#jinnytty,let them do the job in front of u
fujjang,#jinnytty,20min Susge
crunchiumo,#jinnytty,SCAM
hydrochloride10mg,#jinnytty,ez yoink
zipblip,#jinnytty,KEKBye phone
cptdaws,#loltyler1,Gigachad  LEGACY CURSOR USERS
takenusername31,#loltyler1,@fofilein_ Pepega
kojou_yukihira,#jinnytty,KEKWobble 󠀀
allexxx1996,#jinnytty,KEKBye 󠀀
lllliiiiiiiiiiii,#loltyler1,WHY DO YOU GUYS CARE ABOUT CALORIES SO MUCH??????
ik1gai,#jinnytty,u just lost your phone
dongdongislove,#jinnytty,20 mins for gps CreepyChamp
jelemiah_,#jinnytty,MALAYSIA KEKInsane
civilisedmonke,#jinnytty,lowyat seller aggressiveone..never trust
wishmaker10,#loltyler1,!rank
zeref316,#jinnytty,KEKBye
genzo83,#jinnytty,BRO HE LEFT WITH THE PHONE OMEGALUL
vincentt23,#jinnytty,he go to other shop YEP
hoolixz,#loltyler1,SAY BLYAT'
i_horus_i,#jinnytty,scan
john4c,#jinnytty,Cloning the phone ...holy shit
athio,#jinnytty,KEKBye phone
peaceful85,#jinnytty,yyjRun my phone now
dho_st,#jinnytty,HACKERMANS bank account
fossabot,#loltyler1,"@wishmaker10, ACCOUNTS: BIG TONKA T is currently Master I 138 LP"
subsulphide,#jinnytty,gonna copy all the info lolol
ploytoy,#jinnytty,@bamgler1010 not malaysian
nodeathx,#jinnytty,yyjRun
mistab0nes,#jinnytty,yoinkeds
c0zyk1d,#jinnytty,USELESS SNIPER LULW USELESS SNIPER LULW USELESS SNIPER LULW USELESS SNIPER LULW USELESS SNIPER LULW USELESS SNIPERLULW
lord_josh9,#jinnytty,damn
dazzzxxx,#jinnytty,never listens
kojou_yukihira,#jinnytty,KEKWobble
r8yyy,#jinnytty,@Jinnytty your phone got passlock?
mulgersson,#loltyler1,!followage
jokubasnas,#loltyler1,lturep999iq lturep999iq lturep999iq lturep999iq lturep999iq
zoun19,#jinnytty,WHAT'S WRONG WITH U JINNY
strasiat,#jinnytty,KEKBye -1 phone
chiliflavouredslurpee,#jinnytty,SAY IT EARLIER LA SNIPER
michaeltth,#jinnytty,he left the building
purgis,#jinnytty,Never seeing that phone again NODDERS
bennymiaka,#jinnytty,Hacking
mrelementdj,#jinnytty,incredible
val36e,#loltyler1,"@machiek Is this bait or actual Batchesting, I cant tell KEKW"
sam_ggx02,#jinnytty,KEKL running
yingpeng93,#jinnytty,hacked
tokeo0,#loltyler1,"@loltyler1 You used to have much more to say than that, is Riot paying you to hush up??"
law_eth,#jinnytty,SNIPER KEKL
nightbot,#loltyler1,"mulgersson has been following loltyler1 for 3 years, 5 months, 1 week, 6 days, 15 hours, 52 minutes, 30 seconds"
kojou_yukihira,#jinnytty,KEKWobble 󠀀
jetjelly,#jinnytty,20mins can do all sorts of stuff
dandoll68,#jinnytty,aiyo...
foxgone,#jinnytty,yyjHey
senzop,#jinnytty,KEKBye  -1 phone
c0zyk1d,#jinnytty,USELESS SNIPER LULW USELESS SNIPER LULW USELESS SNIPER LULW USELESS SNIPER LULW
kindperson20,#jinnytty,don't let them take it. BAD IDEA
mesh_17,#jinnytty,why are you like this Pepega
tknuke,#jinnytty,WhatChamp wot is going on
blackcoffeebeans,#jinnytty,he gonna scam Ur info
dho_st,#jinnytty,HACKERMANS bank account 󠀀
quickslow,#jinnytty,KEKBye
yoi_97,#jinnytty,Is that your personal phone?
baboshinxd,#jinnytty,Phone data leaked
pateverything,#jinnytty,20 MIN THEY GONNNA CHANGE YOUR PARTS
byanc123,#jinnytty,BYE PHONE
zay_ih,#jinnytty,yyjPopcorn
f0oman,#jinnytty,nude pics online Inc lul
adrian8nine,#jinnytty,bitcoin miner installed
tawpeeg,#jinnytty,yyjRun
chao_obesity,#jinnytty,he wasn't employee?
grimmscore,#jinnytty,he gone LULW
xiangkekleo,#jinnytty,KEKBye phone
twitchjedi,#jinnytty,HACKERMANS
allexxx1996,#jinnytty,KEKBye
alvocadot,#jinnytty,LULW useless sniper LULW useless sniper LULW useless sniper LULW useless sniper LULW useless sniper LULW useless sniper LULW useless sniper LULW useless sniper
malaysiandurianvendor,#jinnytty,phone gone
grimlock_34,#jinnytty,JUST SAY YOU NEED TO GO SOMEWHERE @Jinnytty
vincentt23,#jinnytty,he  go to other shop YEP
dam________,#jinnytty,4WeirdW wtf sniper help her
medsup7,#jinnytty,BYE PHONE
ik1gai,#jinnytty,run
servampirelily,#jinnytty,-1 phone
mincone,#jinnytty,they gonna add programs and more stuff and upsell you
jondoni,#jinnytty,modCheck sir
abbabbajeet,#loltyler1,why is jg your best role
phineas05,#jinnytty,-1 phone
dodiethebasic,#jinnytty,GG
yvan_nix,#jinnytty,LULW
fifitwitchgames,#loltyler1,"@machiek period, T1 fanshitters are the worst"
misteredward,#jinnytty,GO TO NINJAZ
claysky,#jinnytty,20 MINS FINE
keychain117,#loltyler1,put big T lifting cover on Champ Select
widedomi,#jinnytty,useless sniper
ungovenable,#jinnytty,HACKING
solidushk,#jinnytty,free phone PepeLaugh
nobva,#jinnytty,OMEGALUL HACKED
mrelementdj,#jinnytty,incredible KEKW
tyyxenonkl,#jinnytty,WutFace WutFace WutFace
reeburn,#jinnytty,he ran
bennymiaka,#jinnytty,Hacking the phone
bokz1234,#jinnytty,20 min is to long for change screen protector
miskima,#jinnytty,20 minute hack
darkowex,#jinnytty,wtf 20 minit ??? wtf
6mephistopheles9,#loltyler1,nice
kingben_w,#jinnytty,ammoFail ammoLUL wtf just leavin' ya
mdhzwn,#jinnytty,scam
yoga222,#jinnytty,bye bye phone
godzilla8939,#jinnytty,ppPoof
zoroagha,#jinnytty,hackersman
rinristream,#jinnytty,Sniper run
ben7amn,#jinnytty,Yeh pass
tamakins,#jinnytty,20 min to hack information Kappa
vincentt23,#jinnytty,he go to other shop YEP
cr33pyhobo,#jinnytty,HACKERMANS BANK ACCOUNT
kewitriuf,#jinnytty,"watch phone, its a new stream idea"
sirhanniballecter_,#jinnytty,modCheck
azukidreams,#jinnytty,who told her to go lowyat without a local lmao
draxxam,#jinnytty,hopefully your phone is locked
ugworm_,#jinnytty,another shop LULW
imagineily,#jinnytty,USELESS SNIPER KEKW
worthwordz,#jinnytty,They’re gonna clone ur phone
netofhell,#jinnytty,LISTEN TO CHAT BRO WTF
zaintsniper123,#loltyler1,ITS NOT me BigBrother BigBrother BigBrother
peaceful85,#jinnytty,-1 phone
c0zyk1d,#jinnytty,USELESS SNIPER LULW USELESS SNIPER LULW USELESS SNIPER LULW
justeetuu,#jinnytty,bye phone
remzy3,#jinnytty,OMEGALUL
airbomb24,#jinnytty,Just stall for 20 minutes
magrenar,#jinnytty,"-1 ADAPTOR, -1 PHONE"
jimmyjammer73,#jinnytty,where tf is he going KEKL
namukispartus,#jinnytty,scammed
wy0304,#jinnytty,snipperrr save this gurl from all scammsss
takethislolipop,#loltyler1,t1 play variety with xqc xqcL
shiikamaru,#loltyler1,!rank
zim266,#jinnytty,How are u a scam magnet
united_island,#loltyler1,what are your thoughts on asian people
itsarlong,#loltyler1,YO WHADUP T1
ray276,#jinnytty,he just gonna steal all ur data and jailbreak ur phone
vurderlak,#loltyler1,@machiek BatChest
jelemiah_,#jinnytty,COSMETIC SNIPER LULW
gunerjay,#jinnytty,CreepyChamp Spycam installed
ziko267,#jinnytty,they might be hackers
fossabot,#loltyler1,"@Shiikamaru, ACCOUNTS: BIG TONKA T is currently Master I 138 LP"
chedg,#jinnytty,LUL
mischief0u5,#jinnytty,-1 phone EZ Clap
inandancia,#jinnytty,-1 phone
afro6ix,#loltyler1,!followage
cemerinmatej,#loltyler1,WHATTTT
subprimebonds,#jinnytty,-1 phone LULW
donutboi97,#jinnytty,KEKL
fatemissclicks,#jinnytty,LOL
killua788,#loltyler1,monkerS
wrutanks,#jinnytty,lmao
tataijames,#loltyler1,What the point of hiding we know you queue up asap anyway
hironyx,#jinnytty,dont let him steal the photos from your phone
santosh_f,#jinnytty,Yoink phone
zoun19,#jinnytty,Pepega
vakopotter,#loltyler1,NA Player... LUL LUL LUL LUL LUL
lydy33,#loltyler1,!rank
abbabbajeet,#loltyler1,why is jg your best role t1
zoroagha,#jinnytty,hecked
i_horus_i,#jinnytty,Damn you are so easy to scam smh
annoyerx,#loltyler1,do you ever play with Delay?
greentooblack,#jinnytty,hacking your phone
hades1e_,#loltyler1,@loltyler1 Is Gm gonna be 221 lp or are they just getting demoted and you have to get 450?
hezstory,#jinnytty,like a monkey too LUL
skirxtw,#loltyler1,!followage
hunchojackie,#loltyler1,who is the weakest champ in league?
douma6,#jinnytty,-1 phone
pvdb1505,#jinnytty,EZ money
furuhashi123,#jinnytty,seriouslyyyy
vincentt23,#jinnytty,he  go to other shop YEP
midzykt,#jinnytty,Scammer
godleg4cy,#jinnytty,did he just run?
hoolixz,#loltyler1,SAY BLYAT' ))
thadoril,#jinnytty,bye phone KEKInsane
thebulleyes,#jinnytty,SCAMMED
jarjar_brinkz,#loltyler1,"@loltyler1 you and midbeast should duo, your annie and his lulu could really be a force BigBrother"
8ayxii,#jinnytty,RUNNNNNNN
wy0304,#jinnytty,snippeerr HALP
ungovenable,#jinnytty,LEAKED PHOTOS
jorgrim,#jinnytty,you are soo soy
lunatothem,#jinnytty,save this girl !
aahniky,#jinnytty,yyjWiggle
lordnantha,#jinnytty,goodbye phone
reeburn,#jinnytty,wtf?
tknuke,#jinnytty,WhatChamp wot is going on 󠀀
zicoforyuri,#jinnytty,jinny giving sniper extra work
obeese_pandah,#jinnytty,scam queen
lordbison,#loltyler1,also runes reforged suck as well as new items
mysticbatl,#jinnytty,KEKBye Phone yoinked + malware installed + -50
zoroagha,#jinnytty,hacked
zay_ih,#jinnytty,modCheck He Vanished
existenceofenigmas,#jinnytty,why these old ass people wanna be playing stupid kid games
naz94x,#jinnytty,KEKW
babalazoo,#jinnytty,jinny have you never put on a screen protector before? you can do yourself
suckkyyyyy,#jinnytty,50 brooooo
ik1gai,#jinnytty,they all lied you need sniper to help yoy
kalash93,#loltyler1,KEKW
gus_________________,#jinnytty,wtf
emergencyexit0,#loltyler1,asks the GRILLS
kloud7_,#jinnytty,He run LUL
imagineily,#jinnytty,-1 PHONE KEKW
champagnesancho,#jinnytty,Cloning phone sadge
almondmilk1254,#loltyler1,pepeLaugh BigBrother
wautson,#loltyler1,tyler1O tyler1O tyler1O tyler1O tyler1O tyler1O tyler1O tyler1X tyler1X tyler1X tyler1X tyler1X tyler1X tyler1X tyler1X tyler1X tyler1X tyler1X tyler1X tyler1O tyler1O tyler1O tyler1O tyler1O tyler1O
bennymiaka,#jinnytty,don't need 20 mins to stick the screen protector
voli_dont_bite,#loltyler1,IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY???
souwless,#jinnytty,LOCK YOUR PHONE JINNY
machiek,#loltyler1,You know I'm right chat.
butterflyvip,#jinnytty,The dude doesn't even work there
d_superman,#jinnytty,LUL LUL LUL
dandundan,#jinnytty,EZ
fujjang,#jinnytty,KEKBye phone
malaysiandurianvendor,#jinnytty,disappear
theironb3,#loltyler1,WOOO LETS GO TONKA T!!!!!
mrelementdj,#jinnytty,how can you be so naive KEKW
ab6500,#jinnytty,yyjPat you still got half off. its something
blueblooper,#loltyler1,You will lose -Malphite
treyu_7,#jinnytty,wtf
selmotv,#jinnytty,20mins?
icecroissant,#jinnytty,"It's malaysia, full of scammers"
supt2014,#jinnytty,malasian scam FeelsBadMan
badnewsphil,#jinnytty,LUL
montiplerpin,#loltyler1,no casino?
nodeathx,#jinnytty,KEKBye phone
neiman_marcus,#jinnytty,Bruh that place mad sketchy watch out Jinny
magrenar,#jinnytty,KEKBye
ebgy0fahad,#loltyler1,!followage
groucheeoscar,#loltyler1,monkerS COME ON LET ME SNIPE
voli_dont_bite,#loltyler1,IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY???
valkult_yakult,#jinnytty,-1
k8_o0,#jinnytty,they trying to look in your phone i think
grimmscore,#jinnytty,cdawgOmegalul
ray276,#jinnytty,rq KEKW
kingben_w,#jinnytty,ammoThor Content ? ammoDany
robop08,#jinnytty,Wait
airbomb24,#jinnytty,-1 phone
zeamers,#jinnytty,PHONE GETTING HACKED NGL
tlbustaa,#loltyler1,Copege
emiliemunster,#jinnytty,Chat its fineee they just want to copy her picks and personal info
only_watch_t1,#loltyler1,"@machiek midbeast is 100x more successful than all you rejects calling him shit and irrelevant, just FYI"
lulwban,#jinnytty,NO KEKW
youabsolutelegend,#jinnytty,he outsources
zarau1989,#loltyler1,what u think about midbeast?
nightbot,#loltyler1,"ebgy0fahad has been following loltyler1 for 11 months, 1 week, 2 days, 8 hours, 37 minutes, 7 seconds"
haise_1739,#jinnytty,there goes the phone
8ayxii,#jinnytty,BYEBYE PHONE
voli_dont_bite,#loltyler1,IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY??? IS AMBER HEARD GUILTY???
scarboroughrep,#jinnytty,just complain to samsung @Jinnytty
puppuhh,#loltyler1,can u play a sol
weirdpartofnight,#jinnytty,wtf is this?
happyfluffyteddy,#jinnytty,it's way too expensive
midzykt,#jinnytty,Free phone
abbabbajeet,#loltyler1,t1 why you so good at jg
sharkkk156,#jinnytty,CANT LET HIM GO
allexxx1996,#jinnytty,yyjPopcorn
butterflyvip,#jinnytty,LUL
froxnl,#jinnytty,Haha what is this place xD
jjo_ya,#jinnytty,rip
stevendotwoo,#jinnytty,-1 phone KEKW
boyraaa,#jinnytty,monkey phone
shadoom23,#jinnytty,Kappa
carson28109,#loltyler1,Thoughts on draven right now?
ungovenable,#jinnytty,-1
moonlith2021,#loltyler1,So if u dont reach challenger u will ragequit LOL?
tonytracks1,#jinnytty,LOCK PHONE LOCK PHONE LOCK PHONE LOCK PHONE LOCK PHONE LOCK PHONE LOCK PHONE LOCK PHONE LOCK PHONE
foxgone,#jinnytty,spyware installed
4head1234,#jinnytty,secret cam installed
ben7amn,#jinnytty,20 mins
lordbison,#loltyler1,and there are like 80 overtuned champs
monergistic,#loltyler1,Jg win loss is good
vincentt23,#jinnytty,KEKL
875695,#loltyler1,YES
wrutanks,#jinnytty,NINJA VANISH
souwless,#jinnytty,THAT MAN IS SCAMMING U
englishhq,#jinnytty,They stole your phone
kindperson20,#jinnytty,I'm starting to think monkey yoink is better
lulwban,#jinnytty,NO KEKW KEKW
xiangkekleo,#jinnytty,good bye personal data and phone KEKW
scarboroughrep,#jinnytty,complain to samsung
diiallga_43,#loltyler1,CHAT WutFace
justeetuu,#jinnytty,fok that phone
nevermore323,#jinnytty,YEP
logicalforce,#jinnytty,KEKL
alvocadot,#jinnytty,LULW COSMETIC SNIPER LULW COSMETIC SNIPER LULW COSMETIC SNIPER LULW COSMETIC SNIPER
jasona01,#jinnytty,OMEGALUL
solidushk,#jinnytty,already copying phone PepeLaugh
eurobeatboi,#loltyler1,Gigachad Yeah i use legacy cursor? How could you tell?
nickcartman,#jinnytty,yes
allexxx1996,#jinnytty,yyjPopcorn 󠀀
alice_913,#jinnytty,5 mins only
pfii,#jinnytty,LUL
perfecttopaz,#jinnytty,He is going to remove the original components from your phone
park_kyu_ho,#jinnytty,-1phone
badnewsphil,#jinnytty,yyjMods
jagdpanzer,#jinnytty,Easy scam PogChamp
afro6ix,#loltyler1,!followage afro6ix
calmhead_123,#jinnytty,KEKL
kekw_typer,#loltyler1,@voli_dont_bite amber turd*
cemerinmatej,#loltyler1,s up
visualasthma,#jinnytty,- phone KEKW
ward_c17,#jinnytty,-1 phone EZ Clap
aktyx_,#loltyler1,CaitlynS CaitlynS CaitlynS
debdii,#loltyler1,!opgg
existenceofenigmas,#jinnytty,yea
fossabot,#loltyler1,@DeBdii https://www.op.gg/summoners/kr/BIG%20TONKA%20T
ibis_white,#jinnytty,LULW
nasrulashr,#jinnytty,LULW
heartcore1,#jinnytty,NODDERS
lorancd,#loltyler1,play amumu pls
kuroxxu,#jinnytty,yes
neurostrikers,#jinnytty,Scammer KEKW
namukispartus,#jinnytty,bye² phone
jetjelly,#jinnytty,NODDERS
abo98rr_,#jinnytty,this girl is getting L's all day long
mathandmandarin,#loltyler1,"get a background, scuffed streamer"
jondoni,#jinnytty,LULW
twitchjedi,#jinnytty,SO S****D NotLikeThis
doinghumanstuff,#jinnytty,spyware
sakurablush,#loltyler1,tyler1Sleeper
gunerjay,#jinnytty,Bitcoin miner installed LULW
tataijames,#loltyler1,!followage
flyingexcreta,#jinnytty,Call the phone
medsup7,#jinnytty,SUPER SCAMMED NotLikeThis
fofilein_,#loltyler1,@machiek Stare
omarallan9696,#loltyler1,Hey tyler can you give out tips on adc role since u main draven
novembersleeps,#jinnytty,Cheer300 TAKES LITERALLY 30 SECONDS TO STICK IT ON. SCAM ALERT SCAM ALERT maybe stealing ur data
vibin1nthevoid,#jinnytty,KEKW
scarboroughrep,#jinnytty,report it to samsung
jelemiah_,#jinnytty,KEKL
darthlly,#jinnytty,20 mins KEKL
genzo83,#jinnytty,malware installed
mesh_17,#jinnytty,why  are you like this Pepega
midzykt,#jinnytty,Stole phone
jjo_ya,#jinnytty,bye2 data
bakaan_,#loltyler1,thoughts on draven rn?
steegersr,#jinnytty,LMAO
priyaraj10,#jinnytty,just take it back
rays88888,#jinnytty,-1 phone
loya99,#loltyler1,modCheck
aguywithalife,#loltyler1,YO ITS BLACK SCREEN WTF @loltyler1
michaeltth,#jinnytty,Okayeg i think so
newbie_2021,#jinnytty,some of them are from the same big shop
kormikk,#jinnytty,KEKL
ik1gai,#jinnytty,bro one bought rm50 screen protector
marquz,#jinnytty,Always scammed
axefire95,#jinnytty,MOST OF THE SHOPS IN LOWYAT IS OWNED BY THE SAME OWNER KEKW
daxtrom,#jinnytty,KEKBye personal info
jelemiah_,#jinnytty,hes gone LULW
vurderlak,#loltyler1,Clueless
justeetuu,#jinnytty,2o min to read ur data lol
adrian_87_,#jinnytty,KEKW
streamelements,#jinnytty,Enjoying the stream? Subscribe to support the channel! https://www.twitch.tv/subs/jinnytty
cptdaws,#loltyler1,Clueless
mistertootoo,#jinnytty,You dont need an excuse. Just get your stuff back.
imagineily,#jinnytty,SO MANY SCAMMER KEKW
rooserrr,#loltyler1,!rank
yoi_97,#jinnytty,Check your phone
pateverything,#jinnytty,FAKE SAMSUNG
fossabot,#loltyler1,"@RooSeRRR, ACCOUNTS: BIG TONKA T is currently Master I 138 LP"
hangloose2,#jinnytty,WIPE YOUR PHONE
thebulleyes,#jinnytty,FASTER
magrenar,#jinnytty,dinner promise Pepega
flawwgic,#loltyler1,!up time
dho_st,#jinnytty,20 mins for glass protector KEKGiggle
mistab0nes,#jinnytty,kick his ass yyjPunch
alvocadot,#jinnytty,LULW COSMETIC SNIPER LULW COSMETIC SNIPER LULW COSMETIC SNIPER LULW COSMETIC SNIPER LULW COSMETIC SNIPER
maikeldruffy,#jinnytty,phone BYE
ik1gai,#jinnytty,he lied
itsnotmyforte,#jinnytty,wtf lol
ziko267,#jinnytty,freaz your credit cards
allexxx1996,#jinnytty,yyjPopcorn
vincentt23,#jinnytty,he go to other shop YEP
thadoril,#jinnytty,phones gone KEKInsane
fingiez,#loltyler1,ummm tyler actually im iron 2 and i think the games balance isnt good warwick is too strong!
midzykt,#jinnytty,-phone
smshby_,#loltyler1,PotFriend fuck you mods
maelisdesu,#loltyler1,T1 you're letting your girlfriend karaoke alone be a man go with her instead of losing at a childs game
almondmilk1254,#loltyler1,pepeLaugh Clap PepeLaugh Clap 👉 BigBrother
cb3303,#loltyler1,@omarallan9696 just win
reikekwakubo,#jinnytty,dinner at 5 YEP
widedomi,#jinnytty,they access your storage OMEGALUL
flawwgic,#loltyler1,!uptime
merbs,#jinnytty,LULW
nightbot,#loltyler1,Stream uptime: 6 hours 42 minutes 35 seconds
mischief0u5,#jinnytty,KEKW
namukispartus,#jinnytty,probably install malware
doggo01610,#loltyler1,I NEVER HEARD T1 TELL CHATS TO STOP HARASSING MACAIYLA? MIDBEAST > MACAIYLA?
mfkrtoblank,#jinnytty,SHOULD GO TO NINJAZ
naz94x,#jinnytty,ask sniper to bring u to Ninjaz
axefire95,#jinnytty,MOST OF THE SHOPS IN LOWYAT IS OWNED BY THE SAME OWNER KEKW KEKW
realsh0t,#loltyler1,what the fuck does TONKA mean
kjusen,#loltyler1,pepeL cuddly T1
inandancia,#jinnytty,Wth 20 min
afro6ix,#loltyler1,!followage
ritjarded,#loltyler1,SUUII DRAVEN
broccoli___________,#loltyler1,hi chat
zmatciao,#jinnytty,oh ?@ :O
mrelementdj,#jinnytty,HACKERMANS god bless murica
kingrockychan,#jinnytty,just say that your grab is here
pranavsense,#jinnytty,say hi to new fake parts
nasrulashr,#jinnytty,just say you dont have time
aahniky,#jinnytty,yyjPopcorn
hiddeninshroud,#jinnytty,WideHardo downloaded all pictures
nightbot,#loltyler1,"afro6ix has been following loltyler1 for 5 years, 9 months, 2 weeks, 4 days, 4 hours, 44 minutes, 47 seconds"
allexxx1996,#jinnytty,yyjPopcorn 󠀀
huzzabuzatrolol,#loltyler1,@Lordbison room temperature iq take you cannot actually be saying old runes were better
f121wr,#loltyler1,BROTHERHOOD RISE BigBrother BROTHERHOOD RISE BigBrother BROTHERHOOD RISE BigBrother BROTHERHOOD RISE BigBrother BROTHERHOOD RISE BigBrother BROTHERHOOD RISE BigBrother
longnuttynut,#loltyler1,No ban Gigachad
pfii,#jinnytty,"Good excuse, Im learning LUL"
xiangkekleo,#jinnytty,Malware + good bye phone KEKW
magrenar,#jinnytty,not scam? PogU
nico8856,#loltyler1,!rank
fossabot,#loltyler1,"@nico8856, ACCOUNTS: BIG TONKA T is currently Master I 138 LP"
val36e,#loltyler1,pepeLaugh
aguywithalife,#loltyler1,oh nvm @loltyler1
lwo_owl,#jinnytty,PLEASE GOD HELP THIS GIRL
daxtrom,#jinnytty,20mins KEKBye personal info
zeroming92,#jinnytty,Spyware Time CreepyChamp
ilverism,#loltyler1,PepeLaugh s13 in a few months
civilisedmonke,#jinnytty,lowyat full of scammers
kylekyledent,#loltyler1,No mid Kaisa plz kekw
axefire95,#jinnytty,MISSING
sharooz4,#loltyler1,tyler1BB
babalazoo,#jinnytty,that's so sus
inursh,#jinnytty,they gonna steal your info for sure
wy0304,#jinnytty,Dinner with me
crusaderish,#loltyler1,TheTarF
scoundrelsc,#loltyler1,wasn't season 8 the Quinn season?
skirxtw,#loltyler1,!followage
divinegenre,#jinnytty,these shopkeepers are upto something
lulwban,#jinnytty,NO MEANS YES
sykeeess,#loltyler1,perma fight BigBrother @omarallan9696
reeburn,#jinnytty,dont
griffisz,#jinnytty,he already copied your d/ck pics
theoriginalomfg,#loltyler1,played with crazy driver before
al_alfin,#jinnytty,"thats not samsung centre, scammmm"
aloneingalaxy,#loltyler1,Squid1 Squid3 Squid4
strasiat,#jinnytty,"-1 adapter, then -1 phone"
valkult_yakult,#jinnytty,NOOOOOOO
realsh0t,#loltyler1,!followage
theironb3,#loltyler1,What was your favorite season??? @loltyler1
garuna_m6,#jinnytty,Susge
namukispartus,#jinnytty,lmao
ik1gai,#jinnytty,price just rm20
hoolixz,#loltyler1,SAY BLYAT' BRO I <3 U
logicalforce,#jinnytty,Clueless okay
chaewonism,#jinnytty,NOOOOOOO
